Kecamatan,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Hadap,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Alamat,Tipe Iklan,Aksesibilitas,NJOP_Rp_per_m2,Tingkat_Keamanan
Sukomanunggal,5,5,144,350,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Baru,"Jl. Sukomanunggal Raya No.183, Surabaya (-7.251668, 112.732205)",Disewa,Baik,1000000.0,Rendah
Wonokromo,4,3,144,220,HGB - Hak Guna Bangunan,3300.0,,Tidak,Unfurnished,2.0,Timur,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Wonokromo Raya No.186, Surabaya (-7.253106, 112.776303)",Keduanya,Buruk,1032000.0,Tinggi
Wiyung,3,2,145,150,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,1.0,Utara,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.99, Surabaya (-7.305882, 112.614017)",Keduanya,Buruk,1000000.0,Rendah
Dukuh pakis,5,2,150,181,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Dukuh Pakis Raya No.3, Surabaya (-7.35772, 112.659127)",Dijual,Baik,1000000.0,Rendah
Kenjeran,4,1,150,120,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Kenjeran Raya No.197, Surabaya (-7.292674, 112.738468)",Keduanya,Baik,1032000.0,Tinggi
Rungkut,4,3,150,100,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,,,Tidak,Bagus,"Jl. Rungkut Raya No.85, Surabaya (-7.208404, 112.606866)",Dijual,Baik,1032000.0,Tinggi
Rungkut,4,1,150,120,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Rungkut Raya No.125, Surabaya (-7.282295, 112.640711)",Disewa,Baik,1032000.0,Tinggi
Rungkut,4,3,150,100,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,2 Mobil,PAM atau PDAM,Tidak,,"Jl. Rungkut Raya No.138, Surabaya (-7.397791, 112.643734)",Disewa,Baik,1032000.0,Tinggi
Sukolilo,4,3,150,220,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sukolilo Raya No.83, Surabaya (-7.388058, 112.733865)",Dijual,Baik,1000000.0,Tinggi
Sukolilo,5,3,150,200,SHM - Sertifikat Hak Milik,3500.0,,Tidak,Unfurnished,1.0,Selatan,Tidak,,,Tidak,Bagus,"Jl. Sukolilo Raya No.25, Surabaya (-7.201427, 112.657192)",Keduanya,Baik,1000000.0,Tinggi
Tenggilis mejoyo,5,4,150,230,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,3 Mobil,,Tidak,Baru,"Jl. Tenggilis Mejoyo Raya No.68, Surabaya (-7.385611, 112.719919)",Disewa,Baik,1000000.0,Tinggi
Wonocolo,4,3,150,200,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Baru,"Jl. Wonocolo Raya No.61, Surabaya (-7.390791, 112.79307)",Keduanya,Buruk,1000000.0,Tinggi
Kenjeran,4,3,153,194,SHM - Sertifikat Hak Milik,5500.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Kenjeran Raya No.29, Surabaya (-7.329395, 112.758649)",Keduanya,Buruk,1032000.0,Tinggi
Wiyung,3,2,157,100,SHM - Sertifikat Hak Milik,3500.0,,,Unfurnished,1.0,Selatan,,,,,Bagus,"Jl. Wiyung Raya No.127, Surabaya (-7.206137, 112.666581)",Keduanya,Baik,1000000.0,Tinggi
Sukolilo,3,2,160,100,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Sukolilo Raya No.19, Surabaya (-7.336265, 112.69448)",Disewa,Buruk,1000000.0,Tinggi
Sukolilo,3,2,160,135,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sukolilo Raya No.171, Surabaya (-7.318023, 112.640135)",Disewa,Baik,1000000.0,Rendah
Wiyung,3,2,160,216,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Wiyung Raya No.194, Surabaya (-7.273185, 112.603144)",Keduanya,Baik,1000000.0,Rendah
Wiyung,3,2,160,140,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Wiyung Raya No.74, Surabaya (-7.395178, 112.657943)",Dijual,Baik,1000000.0,Rendah
Rungkut,3,2,161,160,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.61, Surabaya (-7.220447, 112.673882)",Dijual,Baik,1032000.0,Tinggi
Lakarsantri,4,3,162,160,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Lakarsantri Raya No.171, Surabaya (-7.296111, 112.712873)",Dijual,Baik,1000000.0,Tinggi
Sambikerep,4,2,162,190,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.153, Surabaya (-7.306638, 112.788813)",Keduanya,Buruk,1000000.0,Tinggi
Sambikerep,4,2,164,200,HGB - Hak Guna Bangunan,2200.0,,Ya,Unfurnished,2.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.20, Surabaya (-7.227855, 112.78957)",Dijual,Buruk,1000000.0,Tinggi
Mulyorejo,3,2,165,120,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Mulyorejo Raya No.48, Surabaya (-7.209385, 112.61402)",Disewa,Baik,1000000.0,Rendah
Mulyorejo,3,2,165,120,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Mulyorejo Raya No.87, Surabaya (-7.315315, 112.722929)",Dijual,Baik,1000000.0,Tinggi
Tambaksari,3,2,165,120,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Tambaksari Raya No.152, Surabaya (-7.365512, 112.608471)",Dijual,Baik,1032000.0,Tinggi
Mulyorejo,3,2,166,168,SHM - Sertifikat Hak Milik,3300.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Mulyorejo Raya No.139, Surabaya (-7.236858, 112.729616)",Keduanya,Baik,1000000.0,Tinggi
Rungkut,2,3,170,280,SHM - Sertifikat Hak Milik,11000.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Ya,,,Tidak,Bagus,"Jl. Rungkut Raya No.110, Surabaya (-7.319348, 112.623541)",Disewa,Baik,1032000.0,Rendah
Wiyung,4,3,175,110,SHM - Sertifikat Hak Milik,,,,Unfurnished,1.0,,,,,,Bagus,"Jl. Wiyung Raya No.183, Surabaya (-7.212891, 112.789281)",Disewa,Baik,1000000.0,Tinggi
Wiyung,3,2,175,110,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,,Ya,,,Tidak,Bagus,"Jl. Wiyung Raya No.28, Surabaya (-7.21002, 112.772868)",Dijual,Baik,1000000.0,Tinggi
Wiyung,4,3,175,110,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Wiyung Raya No.197, Surabaya (-7.377034, 112.604466)",Keduanya,Baik,1000000.0,Tinggi
Wiyung,3,2,175,110,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.191, Surabaya (-7.208689, 112.756426)",Keduanya,Baik,1000000.0,Tinggi
Wiyung,4,2,175,250,SHM - Sertifikat Hak Milik,4400.0,,,Unfurnished,1.0,,,,,,,"Jl. Wiyung Raya No.59, Surabaya (-7.326346, 112.727179)",Dijual,Baik,1000000.0,Tinggi
Dukuh pakis,3,2,180,180,SHM - Sertifikat Hak Milik,1300.0,,Ya,Unfurnished,1.0,,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Dukuh Pakis Raya No.133, Surabaya (-7.270749, 112.699074)",Disewa,Baik,1000000.0,Rendah
Dukuh pakis,4,3,180,165,SHM - Sertifikat Hak Milik,,,Tidak,Unfurnished,1.0,Timur Laut,Tidak,,,Tidak,Bagus,"Jl. Dukuh Pakis Raya No.51, Surabaya (-7.39305, 112.720527)",Disewa,Baik,1000000.0,Tinggi
Rungkut,3,2,180,123,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,Utara,Tidak,,,Tidak,Bagus,"Jl. Rungkut Raya No.149, Surabaya (-7.222223, 112.73565)",Disewa,Baik,1032000.0,Tinggi
Rungkut,3,2,180,123,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.12, Surabaya (-7.271681, 112.776891)",Keduanya,Baik,1032000.0,Rendah
Rungkut,3,2,180,123,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.50, Surabaya (-7.271289, 112.753472)",Dijual,Baik,1032000.0,Tinggi
Rungkut,5,2,180,144,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Rungkut Raya No.132, Surabaya (-7.219565, 112.715076)",Keduanya,Buruk,1032000.0,Rendah
Rungkut,3,3,180,100,HGB - Hak Guna Bangunan,1300.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.113, Surabaya (-7.298331, 112.764923)",Disewa,Baik,1032000.0,Rendah
Sambikerep,5,3,180,270,SHM - Sertifikat Hak Milik,,,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Sambikerep Raya No.170, Surabaya (-7.317897, 112.797385)",Keduanya,Baik,1000000.0,Rendah
Wiyung,4,3,180,275,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,Selatan,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.166, Surabaya (-7.226774, 112.660036)",Disewa,Baik,1000000.0,Tinggi
Wiyung,3,2,180,125,SHM - Sertifikat Hak Milik,,,Tidak,Unfurnished,1.0,Selatan,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.153, Surabaya (-7.251516, 112.623684)",Dijual,Baik,1000000.0,Tinggi
Wiyung,3,2,180,125,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.14, Surabaya (-7.210205, 112.74629)",Disewa,Baik,1000000.0,Rendah
Wiyung,2,2,180,150,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,1.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.32, Surabaya (-7.211976, 112.795719)",Dijual,Baik,1000000.0,Rendah
Gubeng,6,2,184,280,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Gubeng Raya No.139, Surabaya (-7.323535, 112.623341)",Keduanya,Buruk,1147000.0,Tinggi
Gubeng,6,2,184,280,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Timur,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Gubeng Raya No.189, Surabaya (-7.310603, 112.686341)",Keduanya,Baik,1147000.0,Tinggi
Rungkut,3,2,187,120,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Rungkut Raya No.146, Surabaya (-7.348803, 112.612454)",Keduanya,Baik,1032000.0,Tinggi
Genteng,4,4,190,175,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,4 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi,"Jl. Genteng Raya No.155, Surabaya (-7.26787, 112.755306)",Disewa,Baik,1000000.0,Rendah
Sukolilo,6,4,190,280,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Sukolilo Raya No.55, Surabaya (-7.327092, 112.789742)",Dijual,Baik,1000000.0,Tinggi
Sukolilo,6,4,190,250,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,2.0,Timur,Tidak,2 Mobil,PAM atau PDAM,Tidak,,"Jl. Sukolilo Raya No.182, Surabaya (-7.24278, 112.699799)",Keduanya,Baik,1000000.0,Tinggi
Wiyung,5,3,192,400,SHM - Sertifikat Hak Milik,1300.0,,,Unfurnished,2.0,,,,,,Bagus Sekali,"Jl. Wiyung Raya No.120, Surabaya (-7.37569, 112.681904)",Keduanya,Baik,1000000.0,Tinggi
Sukolilo,4,3,193,170,SHM - Sertifikat Hak Milik,2200.0,,,Unfurnished,2.0,,,,,,Bagus Sekali,"Jl. Sukolilo Raya No.75, Surabaya (-7.376719, 112.781544)",Dijual,Buruk,1000000.0,Tinggi
Mulyorejo,3,1,194,150,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Sudah Renovasi,"Jl. Mulyorejo Raya No.21, Surabaya (-7.359109, 112.626678)",Disewa,Baik,1000000.0,Rendah
Mulyorejo,3,1,194,150,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Sudah Renovasi,"Jl. Mulyorejo Raya No.172, Surabaya (-7.383142, 112.778317)",Keduanya,Buruk,1000000.0,Tinggi
Gayungan,2,2,198,180,SHM - Sertifikat Hak Milik,2200.0,,,Unfurnished,1.0,Utara,,,,,Bagus,"Jl. Gayungan Raya No.133, Surabaya (-7.275994, 112.678425)",Disewa,Baik,1032000.0,Tinggi
Rungkut,4,4,198,200,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Tenggara,Tidak,2 Mobil,,Tidak,,"Jl. Rungkut Raya No.87, Surabaya (-7.370529, 112.711881)",Disewa,Baik,1032000.0,Tinggi
Tenggilis mejoyo,7,4,198,360,HGB - Hak Guna Bangunan,2200.0,,Ya,Unfurnished,2.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Tenggilis Mejoyo Raya No.169, Surabaya (-7.368007, 112.705658)",Disewa,Baik,1000000.0,Tinggi
Gubeng,4,2,200,160,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,,,Tidak,Bagus,"Jl. Gubeng Raya No.59, Surabaya (-7.397154, 112.723196)",Keduanya,Baik,1147000.0,Tinggi
Gubeng,4,3,200,280,"Lainnya (PPJB,Girik,Adat,dll)",4400.0,,Tidak,Unfurnished,2.0,Selatan,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Gubeng Raya No.89, Surabaya (-7.243582, 112.788425)",Keduanya,Buruk,1147000.0,Tinggi
Kenjeran,4,2,200,300,SHM - Sertifikat Hak Milik,6600.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Kenjeran Raya No.182, Surabaya (-7.237541, 112.790225)",Dijual,Baik,1032000.0,Tinggi
Mulyorejo,3,2,200,180,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Mulyorejo Raya No.150, Surabaya (-7.367596, 112.76623)",Dijual,Baik,1000000.0,Rendah
Mulyorejo,3,2,200,180,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Mulyorejo Raya No.83, Surabaya (-7.252095, 112.638309)",Disewa,Buruk,1000000.0,Tinggi
Mulyorejo,3,2,200,180,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Mulyorejo Raya No.65, Surabaya (-7.313291, 112.666703)",Keduanya,Buruk,1000000.0,Rendah
Mulyorejo,3,2,200,180,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Mulyorejo Raya No.64, Surabaya (-7.352081, 112.697565)",Disewa,Baik,1000000.0,Tinggi
Mulyorejo,3,2,200,180,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Mulyorejo Raya No.71, Surabaya (-7.275723, 112.781092)",Dijual,Buruk,1000000.0,Tinggi
Mulyorejo,3,2,200,180,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Mulyorejo Raya No.4, Surabaya (-7.364303, 112.704173)",Disewa,Baik,1000000.0,Tinggi
Rungkut,2,2,200,200,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.193, Surabaya (-7.248623, 112.795487)",Disewa,Buruk,1032000.0,Tinggi
Rungkut,5,3,200,230,SHM - Sertifikat Hak Milik,3300.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Rungkut Raya No.143, Surabaya (-7.390477, 112.796768)",Keduanya,Baik,1032000.0,Tinggi
Rungkut,3,2,200,160,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Timur,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.104, Surabaya (-7.208174, 112.719717)",Disewa,Buruk,1032000.0,Tinggi
Rungkut,4,3,200,225,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.150, Surabaya (-7.385625, 112.775499)",Disewa,Baik,1032000.0,Tinggi
Rungkut,4,2,200,200,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Rungkut Raya No.175, Surabaya (-7.28411, 112.799845)",Keduanya,Baik,1032000.0,Tinggi
Rungkut,6,4,200,197,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.93, Surabaya (-7.219561, 112.769943)",Keduanya,Baik,1032000.0,Tinggi
Rungkut,5,3,200,340,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.174, Surabaya (-7.397619, 112.731382)",Dijual,Baik,1032000.0,Tinggi
Rungkut,4,2,200,200,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.142, Surabaya (-7.300297, 112.769027)",Keduanya,Baik,1032000.0,Tinggi
Sukolilo,3,2,200,180,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Butuh Renovasi,"Jl. Sukolilo Raya No.178, Surabaya (-7.329999, 112.616531)",Disewa,Baik,1000000.0,Tinggi
Sukolilo,3,2,200,180,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Butuh Renovasi,"Jl. Sukolilo Raya No.148, Surabaya (-7.283934, 112.726964)",Dijual,Buruk,1000000.0,Tinggi
Sukolilo,3,2,200,180,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi,"Jl. Sukolilo Raya No.178, Surabaya (-7.354909, 112.643304)",Dijual,Baik,1000000.0,Rendah
Sukolilo,3,2,200,250,HGB - Hak Guna Bangunan,3500.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,,,Tidak,,"Jl. Sukolilo Raya No.112, Surabaya (-7.38702, 112.623213)",Dijual,Baik,1000000.0,Tinggi
Tenggilis mejoyo,5,3,200,360,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Tenggilis Mejoyo Raya No.161, Surabaya (-7.274813, 112.778574)",Dijual,Baik,1000000.0,Rendah
Tenggilis mejoyo,5,3,200,360,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Butuh Renovasi,"Jl. Tenggilis Mejoyo Raya No.119, Surabaya (-7.31663, 112.727929)",Disewa,Buruk,1000000.0,Tinggi
Tenggilis mejoyo,3,2,200,80,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,Utara,Tidak,2 Mobil,,Tidak,,"Jl. Tenggilis Mejoyo Raya No.59, Surabaya (-7.275503, 112.648709)",Disewa,Baik,1000000.0,Rendah
Tenggilis mejoyo,4,2,200,225,SHM - Sertifikat Hak Milik,1300.0,,,Unfurnished,1.0,Utara,,,,,Bagus,"Jl. Tenggilis Mejoyo Raya No.43, Surabaya (-7.357892, 112.677356)",Disewa,Baik,1000000.0,Tinggi
Wiyung,3,2,200,110,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Timur,Tidak,2 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi,"Jl. Wiyung Raya No.12, Surabaya (-7.332252, 112.794655)",Disewa,Buruk,1000000.0,Tinggi
Gayungan,4,2,210,164,SHM - Sertifikat Hak Milik,,Ya,Ya,Unfurnished,1.0,,Ya,2 Mobil,,Tidak,Bagus,"Jl. Gayungan Raya No.40, Surabaya (-7.287664, 112.772436)",Dijual,Baik,1032000.0,Tinggi
Lakarsantri,3,3,210,100,SHM - Sertifikat Hak Milik,4400.0,,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Lakarsantri Raya No.118, Surabaya (-7.281377, 112.603116)",Disewa,Baik,1000000.0,Tinggi
Sukolilo,4,3,210,123,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Utara,Tidak,,,Tidak,Bagus,"Jl. Sukolilo Raya No.20, Surabaya (-7.325537, 112.79596)",Dijual,Baik,1000000.0,Rendah
Wiyung,3,2,210,155,SHM - Sertifikat Hak Milik,,Ya,Ya,Unfurnished,2.0,Timur Laut,Ya,2 Mobil,,Tidak,Bagus,"Jl. Wiyung Raya No.166, Surabaya (-7.343989, 112.673706)",Keduanya,Buruk,1000000.0,Tinggi
Tambaksari,3,3,214,165,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Tambaksari Raya No.131, Surabaya (-7.34526, 112.739084)",Disewa,Baik,1032000.0,Tinggi
Wiyung,3,3,215,210,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Ya,Bagus,"Jl. Wiyung Raya No.156, Surabaya (-7.36506, 112.742535)",Keduanya,Baik,1000000.0,Tinggi
Wiyung,4,3,215,210,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Wiyung Raya No.184, Surabaya (-7.334919, 112.782337)",Keduanya,Buruk,1000000.0,Tinggi
Sukomanunggal,4,3,216,162,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Timur,Tidak,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Sukomanunggal Raya No.90, Surabaya (-7.360112, 112.777012)",Disewa,Baik,1000000.0,Tinggi
Benowo,2,1,218,105,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,,Ya,,PAM atau PDAM,Ya,,"Jl. Benowo Raya No.94, Surabaya (-7.273237, 112.656346)",Dijual,Baik,1000000.0,Tinggi
Wiyung,4,3,219,215,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.13, Surabaya (-7.286187, 112.728707)",Keduanya,Buruk,1000000.0,Tinggi
Rungkut,4,2,220,220,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.66, Surabaya (-7.323482, 112.678741)",Disewa,Baik,1032000.0,Tinggi
Sukomanunggal,3,2,220,125,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Sukomanunggal Raya No.37, Surabaya (-7.334834, 112.705109)",Keduanya,Baik,1000000.0,Tinggi
Pakal,5,3,223,220,HGB - Hak Guna Bangunan,3500.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus,"Jl. Pakal Raya No.177, Surabaya (-7.352477, 112.710936)",Keduanya,Baik,1032000.0,Tinggi
Rungkut,6,2,225,225,HGB - Hak Guna Bangunan,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Butuh Renovasi,"Jl. Rungkut Raya No.66, Surabaya (-7.292908, 112.679269)",Disewa,Buruk,1032000.0,Tinggi
Wiyung,3,2,225,200,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,2 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,"Jl. Wiyung Raya No.36, Surabaya (-7.216219, 112.692779)",Keduanya,Baik,1000000.0,Tinggi
